id;title;section;html_id;tag;url;parent_id;meta_type;beyondlinks;forwardlinks;backwardlinks;basiclinks;lecturelinks;wiki_ids;wiki_labels;wiki_descriptions;wikipedia_ids;wikipedia_labels;wikipedia_descriptions;dbpedia_ids;dbpedia_labels;dbpedia_descriptions
10.2.2.1;Processes;2.2.1. Bash as Command Line;bash;h4;https://oer.gitlab.io/OS/Operating-Systems-Processes.html#/slide-bash;10.2.2;topic;[];[];[];[];[];['Q189248', 'Q2008856', 'Q41796', 'Q99522702'];['GNU Bash', 'command', 'sentence', 'command line'];['GNU Project implementation of the standard Unix shell', 'military organizational unit under the responsibility of a military commander', 'textual unit consisting of one or more words that are grammatically linked, expressing a complete thought in non-functional linguistics', 'sequence of tokens passed to a computer process being started'];[925640];['Command-line completion'];"['Instead we can use <span class=""searchmatch"">command</span>-<span class=""searchmatch"">line</span> completion. The following example shows how <span class=""searchmatch"">command</span>-<span class=""searchmatch"">line</span> completion works in <span class=""searchmatch"">Bash</span>. Other <span class=""searchmatch"">command</span> <span class=""searchmatch"">line</span> shells may perform']";['Bash (Unix shell)', 'Command (computing)', '480i', 'Bashar al-Assad', 'Command-line interface'];['Bash (Unix shell)', 'Command (computing)', '480i', 'Bashar al-Assad', 'Command-line interface'];['GNU Bash or simply Bash is a Unix shell and command language written by Brian Fox for the GNU', 'In computing, a command is a directive to a computer program to perform a specific task. It may', ' resolution of 480 lines, and the i identifies it as an interlaced resolution. The field rate, which', 'Bashar Hafez al-Assad (Arabic: بشار حافظ الأسد\u200e Baššār Ḥāfiẓ al-ʾAsad, Levantine pronunciation', 'A command-line interface (CLI) processes commands to a computer program in the form of lines of text. The program which handles the interface is called a command-line interpreter or command-line processor. Operating systems implement a command-line interface in a shell for interactive access to operating system functions or services. Such access was primarily provided to users by computer terminals starting in the mid-1960s, and continued to be used throughout the 1970s and 1980s on VAX/VMS, Unix systems and personal computer systems including DOS, CP/M and Apple DOS.']
10.2.3.1;Processes;2.3.1. Seeing Processes;ps;h4;https://oer.gitlab.io/OS/Operating-Systems-Processes.html#/slide-ps;10.2.3;topic;[];[];[];[];['https://oer.gitlab.io/OS/Operating-Systems-Introduction.html#slide-os-boundary', 'https://oer.gitlab.io/OS/Operating-Systems-Introduction.html#slide-exercise-1'];;;;[267362];['Astronomical seeing'];"['In astronomy, <span class=""searchmatch"">seeing</span> is the degradation of the image of an astronomical object due to turbulence in the atmosphere of Earth that may become visible as']";;;
10.2.3.2;Processes;2.3.2. Counters for Context Switches;proc-status;h4;https://oer.gitlab.io/OS/Operating-Systems-Processes.html#/slide-proc-status;10.2.3;topic;[];[];[];[];['https://oer.gitlab.io/OS/Operating-Systems-Memory-Linux.html#slide-proc'];['Q1420266', 'Q813912', 'Q7659110', 'Q82106298'];['counter', 'condition', 'Switches', 'Counters for use in nuclear spectroscopy'];['furniture item', 'state or circumstances of some object or event', 'English musical group', 'scientific article published on 01 January 1946'];[6904];['Context switch'];"['systems is to optimize the use of <span class=""searchmatch"">context</span> <span class=""searchmatch"">switches</span>. <span class=""searchmatch"">Switching</span> from one process to another requires a certain amount of time <span class=""searchmatch"">for</span> doing the administration\xa0– saving']";['Country music', 'Singapore', 'Nintendo Switch'];['Country music', 'Singapore', 'Nintendo Switch'];"['Country music, also known as country and western (or simply country), and hillbilly music', ""Singapore ( ()), officially the Republic of Singapore, is a sovereign city-state and island country located in maritime Southeast Asia. Singapore lies about one degree (137 kilometres or 85 miles) north of the equator, and is situated off the southern tip of the Malay Peninsula, and, by extension, the southernmost extremity of continental Eurasia. The island country shares its southern maritime border with Indonesia's Riau Islands, its northern, western, and eastern maritime borders with the Johor state of Peninsular Malaysia, and is in the vicinity of Sumatra to its west and Borneo to its east. It is enveloped by the littoral waters of the Johore Strait to its north and the Singapore Strait to its south, and is geographically positioned within the confluence of the Indian and Pacific Ocea"", "" multiplayer modes. The Nintendo Switch's software supports online gaming through Internet connectivity""]"
10.2.3.3;Processes;2.3.3. Sample Bash Loops;2-3-3;h4;https://oer.gitlab.io/OS/Operating-Systems-Processes.html#/slide-2-3-3;10.2.3;topic;[];[];[];[];[];['Q485146', 'Q189248', 'Q100786914'];['sample', 'GNU Bash', 'LOOPS'];['limited quantity of something which is intended to be similar to and represent a larger amount of that thing(s) (could be countable objects such as individual items available as units for sale, or a material not countable as individual items)', 'GNU Project implementation of the standard Unix shell', 'programming language'];[468924];['For loop'];"['known before entering the <span class=""searchmatch"">loop</span>. For-<span class=""searchmatch"">loops</span> can be thought of as shorthands for while-<span class=""searchmatch"">loops</span> which increment and test a <span class=""searchmatch"">loop</span> variable. Various keywords']";['Sampling (music)', 'Bash (Unix shell)', 'FL Studio'];['Sampling (music)', 'Bash (Unix shell)', 'FL Studio'];['In music, sampling is the reuse of a portion (or sample) of a sound recording in another recording', 'GNU Bash or simply Bash is a Unix shell and command language written by Brian Fox for the GNU', 'FL Studio (until 2003 known as FruityLoops) is a digital audio workstation developed by the Belgian company Image-Line. FL Studio features a graphical user interface based on a pattern-based music sequencer. The program is available in four different editions for Microsoft Windows and macOS, including Fruity Edition, Producer Edition, Signature Bundle, and All Plugins Bundle. Image-Line offers lifetime free updates to the program, which means customers receive all future updates of the software for free after one time purchase. Image-Line also develops FL Studio Mobile for iPod Touch, iPhone, iPad and Android devices.']
10.2.3.4;Processes;2.3.4. Quiz;quiz-context-switch;h4;https://oer.gitlab.io/OS/Operating-Systems-Processes.html#/slide-quiz-context-switch;10.2.3;structure;[];[];[];[];[];['Q274079'];['quiz'];['form of game or mind sport in which the players attempt to answer questions correctly'];[306702];['Quiz'];"['A <span class=""searchmatch"">quiz</span> is a form of game or mind sport in which players attempt to answer questions correctly on one or several specific topics. Quizzes can be used as']";['Game show'];['Game show'];"[""A game show is a type of radio, television, or stage show in which contestants, individually or as teams, play a game which involves answering questions or solving puzzles, usually for money or prizes. Alternatively, a gameshow can be a demonstrative program about a game [while usually retaining the spirit of an awards ceremony]. In the former, contestants may be invited from a pool of public applicants. Game shows often reward players with prizes such as cash, trips and goods and services provided by the show's sponsor prize suppliers.""]"
10.3.5.1;Processes;3.5.1. Drawing on Pipes;drawing-pipe;h4;https://oer.gitlab.io/OS/Operating-Systems-Processes.html#/slide-drawing-pipe;10.3.5;topic;[];[];[];[];[];['Q93184', 'Q8347', 'Q20490867'];['drawing', 'bagpipes', 'Drawing on Door'];['visual artwork in two-dimensional medium', 'reed wind instrument which in its commonest forms consists of a chanter and one or more drones, all supplied with air from the bag, which is compressed under the player’s arm to provide a constant pressure', 'painting by A. Kinder or Rinder'];[23032386];['Plumbing drawing'];"['<span class=""searchmatch"">pipes</span> should me marked with pipe sizes. If the <span class=""searchmatch"">drawing</span> is detailed , fixture units also should be marked along with the pipe. If it is shop <span class=""searchmatch"">drawing</span>,']";['Drawing', 'Uilleann pipes', 'Drawing pin'];['Drawing', 'Uilleann pipes', 'Drawing pin'];"['Drawing is a form of visual art in which a person uses various drawing instruments to mark paper', 'The uilleann pipes (; Irish: [ˈɪl̠ʲən̪ˠ]) are the characteristic national bagpipe of Ireland', 'A drawing pin (British English) or thumb tack (North American English) is a short nail or pin used to fasten items to a wall or board for display and intended to be inserted by hand, usually using the thumb. A variety of names are used to refer to different designs intended for various purposes. A push pin has a head that allows for easier removal. Map pin or map tack refers to push pins used to mark locations on a map or to hold the map in place.']"
10.3.6.1;Processes;3.6.1. Hints for Own Experiments;3-6-1;h4;https://oer.gitlab.io/OS/Operating-Systems-Processes.html#/slide-3-6-1;10.3.6;topic;[];[];['https://oer.gitlab.io/OS/Operating-Systems-Processes.html#slide-proc-fd'];[];[];['Q3187334', 'Q5421186', 'Q109968661', 'Q116950878'];['Hints', 'Experiments in Fluids', 'Hints for Composition by Varley - 1805', 'for-own'];['village in the United Kingdom', 'journal', 'drawing by Thomas Sully', 'JavaScript library'];[23259];['Particle physics'];"[' started <span class=""searchmatch"">experiments</span> in 1994. Earlier facilities include the first electron–electron beam–beam collider VEP-1, which conducted <span class=""searchmatch"">experiments</span> from 1964']";['Hints, Staffordshire', 'Serial Experiments Lain', 'Forlorn hope'];['Hints, Staffordshire', 'Serial Experiments Lain', 'Forlorn hope'];['Hints is a small village and civil parish between Lichfield and Tamworth in Staffordshire, within', 'Serial Experiments Lain (Japanese: シリアルエクスペリメンツレイン, Hepburn: Shiriaru Ekusuperimentsu Rein', 'A forlorn hope is a band of soldiers or other combatants chosen to take the leading part']
10.3.6.2;Processes;3.6.2. A Quiz;quit-cat-pipe;h4;https://oer.gitlab.io/OS/Operating-Systems-Processes.html#/slide-quit-cat-pipe;10.3.6;structure;[];[];[];[];[];['Q108435055'];['A Quiz'];['article published in Word Ways magazine'];[306702];['Quiz'];"['<span class=""searchmatch"">A</span> <span class=""searchmatch"">quiz</span> is <span class=""searchmatch"">a</span> form of game or mind sport in which players attempt to answer questions correctly on one or several specific topics. Quizzes can be used as']";;;
10.4.1.1;Processes;4.1.1. Typical Access Right Operations;access-right-operations;h4;https://oer.gitlab.io/OS/Operating-Systems-Processes.html#/slide-access-right-operations;10.4.1;topic;[];[];[];[];[];['Q28962312', 'Q80689', 'Q76074', 'Q3884033', 'Q228493'];['often', 'Microsoft Access', 'right-wing', 'operation', 'access right'];['should be used with qualifier P5102', 'database manager that is part of the Microsoft Office package', 'political alignment favoring traditional politics', 'mathematical procedure which produces a result from zero or more input values', 'describe rules of administrative access control of users of electronic data processing'];[1555558];['Right-in/right-out'];"['driveway or parcel); &quot;<span class=""searchmatch"">right</span>-out&quot; and &quot;left-out&quot; refer to turns from an intersection (or a driveway or parcel) to a main road. RIRO is <span class=""searchmatch"">typical</span> when vehicles drive']";['Manchester City F.C.', 'Open access', 'Defender (association football)', 'Mediterranean Theater of Operations'];['Manchester City F.C.', 'Open access', 'Defender (association football)', 'Mediterranean Theater of Operations'];"[""Manchester City Football Club is an English football club based in Manchester that competes in the Premier League, the top flight of English football. Founded in 1880 as St. Mark's (West Gorton), it became Ardwick Association Football Club in 1887 and Manchester City in 1894. The club's home ground is the City of Manchester Stadium in east Manchester, to which it moved in 2003, having played at Maine Road since 1923."", 'Open access (OA) is a set of principles and a range of practices through which research outputs', ' are usually are in pairs, with 2 full-backs to their left and right, but can come in threes with no full backs', 'The Mediterranean Theater of Operations, United States Army (MTOUSA), originally called the North']"
10.4.2.1;Processes;4.2.1. Access (Control) Matrix;access-matrix;h4;https://oer.gitlab.io/OS/Operating-Systems-Processes.html#/slide-access-matrix;10.4.2;topic;[];[];[];[];[];['Q4672435'];['Access Control Matrix'];['security model of protection state in computer systems'];[4796976];['Access control matrix'];"['In computer science, an <span class=""searchmatch"">access</span> <span class=""searchmatch"">control</span> <span class=""searchmatch"">matrix</span> or <span class=""searchmatch"">access</span> <span class=""searchmatch"">matrix</span> is an abstract, formal security model of protection state in computer systems, that characterizes']";['Open access', 'C0 and C1 control codes', 'The Matrix (franchise)'];['Open access', 'C0 and C1 control codes', 'The Matrix (franchise)'];['Open access (OA) is a set of principles and a range of practices through which research outputs', 'The C0 and C1 control code or control character sets define control codes for use in text', 'The Matrix is an American media franchise created by the Wachowskis. The series primarily consists']
10.4.2.2;Processes;4.2.2. Access Matrix: Transfer of Rights;rights-transfer;h4;https://oer.gitlab.io/OS/Operating-Systems-Processes.html#/slide-rights-transfer;10.4.2;topic;[];[];[];[];[];['Q80689', 'Q44337', 'Q1811518', 'Q780687', 'Q6787878', 'Q15251', 'Q74815587'];['Microsoft Access', 'matrix', 'transfer', 'rights', 'matrix molding', 'Handover of Hong Kong', 'Of rights and reinforcers'];"['database manager that is part of the Microsoft Office package', 'rectangular array of numbers, symbols, or expressions, arranged in rows and columns', 'sports action in which a player moves between clubs', 'fundamental legal, social, or ethical principles of freedom or entitlement according to some legal system, social convention, or ethical theory', 'technique often used during molding', ""transfer of sovereignty of Hong Kong to the People's Republic of China"", 'scientific article published on 01 June 1974']";[31486521];['Ansoff matrix'];"['whether they possess <span class=""searchmatch"">transferable</span> skills, flexible structures, and agreeable stakeholders.[citation needed] The logic <span class=""searchmatch"">of</span> the Ansoff <span class=""searchmatch"">matrix</span> has been questioned']";['Open access', 'The Matrix (franchise)', 'Morecambe F.C.', 'Human rights', 'TransferGo'];['Open access', 'The Matrix (franchise)', 'Morecambe F.C.', 'Human rights', 'TransferGo'];"['Open access (OA) is a set of principles and a range of practices through which research outputs', 'The Matrix is an American media franchise created by the Wachowskis. The series primarily consists', 'Morecambe Football Club is a professional football club in Morecambe, Lancashire, England. The team compete in League Two, the fourth tier of the English football league system. Nicknamed the ""Shrimps"" due to the coastal town\'s local cuisine, the club have played home games at the Globe Arena since moving from their original home at Christie Park in 2010. The club contests rivalries with nearby Accrington Stanley, as well as other Lancashire clubs.', 'Human rights are moral principles or norms that describe certain standards of human behaviour', 'TransferGo is a digital remittance solution for migrant workers launched by Justinas Lasevičius']"
10.4.2.3;Processes;4.2.3. Capabilities;capabilities;h4;https://oer.gitlab.io/OS/Operating-Systems-Processes.html#/slide-capabilities;10.4.2;topic;[];[];[];[];[];['Q1094291'];['capability-based security'];['computer safety concept and one of the existing security models for design of secure computing systems'];[1068582];['Capability'];"['Integration, a process improvement training and appraisal program Dynamic <span class=""searchmatch"">capabilities</span>, theory in organizational sciences Capability management in business']";['Physical fitness'];['Physical fitness'];['Physical fitness is a state of health and well-being and, more specifically, the ability to perform aspects of sports, occupations and daily activities. Physical fitness is generally achieved through proper nutrition, moderate-vigorous physical exercise, and sufficient rest.']
10.4.2.4;Processes;4.2.4. Access Control Lists;acl;h4;https://oer.gitlab.io/OS/Operating-Systems-Processes.html#/slide-acl;10.4.2;topic;[];['https://oer.gitlab.io/OS/Operating-Systems-Processes.html#slide-ex-acls'];[];[];[];['Q114671511'];['Access control lists in password capability environments'];['scientific article published in 2016'];[61589];['Access-control list'];"['In computer security, an <span class=""searchmatch"">access</span>-<span class=""searchmatch"">control</span> list (ACL) is a list of permissions associated with a system resource (object). An ACL specifies which users or']";['Open access', 'C0 and C1 control codes', 'Lists of Transformers characters', 'List of Royal Observer Corps / United Kingdom Warning and Monitoring Organisation Posts'];['Open access', 'C0 and C1 control codes', 'Lists of Transformers characters', 'List of Royal Observer Corps / United Kingdom Warning and Monitoring Organisation Posts'];['Open access (OA) is a set of principles and a range of practices through which research outputs', 'The C0 and C1 control code or control character sets define control codes for use in text', 'This is a list of articles listing the many characters included in the Transformers media franchise.', '. This list has been split into:- List of ROC Group Headquarters and UKWMO Sector controlsList of Royal']
10.4.3.1;Processes;4.3.1. DAC vs MAC;4-3-1;h4;https://oer.gitlab.io/OS/Operating-Systems-Processes.html#/slide-4-3-1;10.4.3;topic;['https://en.wikipedia.org/wiki/Security-Enhanced_Linux', 'https://en.wikipedia.org/wiki/AppArmor'];[];[];[];[];;;;[11353293];['Attribute-based access control'];"['control models have included mandatory access control (<span class=""searchmatch"">MAC</span>), discretionary access control (<span class=""searchmatch"">DAC</span>), and more recently role-based access control (RBAC). These']";['Turquoise dacnis', 'Vicente Sotto Memorial Medical Center'];['Turquoise dacnis', 'Vicente Sotto Memorial Medical Center'];['The turquoise dacnis (Dacnis hartlaubi) is a species of bird in the family Thraupidae', 'Vicente Sotto Memorial Medical Center (VSMMC) is a government-owned hospital in Cebu City, Cebu']
10.4.4.1;Processes;4.4.1. Drawing on File ACLs;drawing-acls;h4;https://oer.gitlab.io/OS/Operating-Systems-Processes.html#/slide-drawing-acls;10.4.4;topic;[];[];[];[];['https://oer.gitlab.io/OS/Operating-Systems-Security.html#slide-design-principles'];['Q93184', 'Q82753', 'Q4743545', 'Q20490867', 'Q78856710'];['drawing', 'computer file', 'American Council of Learned Societies', 'Drawing on Door', 'On file'];['visual artwork in two-dimensional medium', 'contained block of information on a computer', 'private, nonprofit federation of scholarly organizations in the humanities and related social sciences', 'painting by A. Kinder or Rinder', 'scientific article published on 01 October 2000'];[188479];['List of file formats'];"['<span class=""searchmatch"">Drawing</span> <span class=""searchmatch"">files</span> EASM – SolidWorks e<span class=""searchmatch"">Drawings</span> assembly <span class=""searchmatch"">file</span> EDRW – e<span class=""searchmatch"">Drawings</span> <span class=""searchmatch"">drawing</span> <span class=""searchmatch"">file</span> EMB – Wilcom ES Designer Embroidery CAD <span class=""searchmatch"">file</span> EPRT – e<span class=""searchmatch"">Drawings</span> part']";['Drawing', 'Design of the FAT file system', 'ACLS', 'Drawing pin', 'InfoTrac'];['Drawing', 'Design of the FAT file system', 'ACLS', 'Drawing pin', 'InfoTrac'];['Drawing is a form of visual art in which a person uses various drawing instruments to mark paper', 'A FAT file system is a specific type of computer file system architecture and a family of industry', '', 'A drawing pin (British English) or thumb tack (North American English) is a short nail or pin used to fasten items to a wall or board for display and intended to be inserted by hand, usually using the thumb. A variety of names are used to refer to different designs intended for various purposes. A push pin has a head that allows for easier removal. Map pin or map tack refers to push pins used to mark locations on a map or to hold the map in place.', 'InfoTrac is a family of full-text databases of content from academic journals and general magazines, of which the majority are targeted to the English-speaking North American market. As is typical of online proprietary databases, various forms of authentication are used to verify affiliation with subscribing academic, public, and school libraries. InfoTrac databases are published by Gale, a part of Cengage Learning.']
10.4.4.2;Processes;4.4.2. File ACLs;ex-acls;h4;https://oer.gitlab.io/OS/Operating-Systems-Processes.html#/slide-ex-acls;10.4.4;topic;[];[];[];[];[];;;;[1347955];['File-system permissions'];"['ext3, ext4, Btrfs and other <span class=""searchmatch"">file</span> systems many of which include POSIX.1e <span class=""searchmatch"">ACLs</span>. There is experimental support for NFSv4 <span class=""searchmatch"">ACLs</span> for ext3 and ext4 filesystems']";;;
10.4.4.3;Processes;4.4.3. File ACL Management;chmod;h4;https://oer.gitlab.io/OS/Operating-Systems-Processes.html#/slide-chmod;10.4.4;topic;[];[];['https://oer.gitlab.io/OS/Operating-Systems-Processes.html#slide-drawing-acls'];[];['https://oer.gitlab.io/OS/Operating-Systems-Security.html'];['Q82753', 'Q2920921'];['computer file', 'management'];['contained block of information on a computer', 'administration of an organization, including activities to set the strategy of an organization and coordinate employees to accomplish its objectives'];[61589];['Access-control list'];"['objects. Each entry in a typical <span class=""searchmatch"">ACL</span> specifies a subject and an operation. For instance, if a <span class=""searchmatch"">file</span> object has an <span class=""searchmatch"">ACL</span> that contains (Alice: read,write;']";['Design of the FAT file system', 'Management', 'Filetail catshark'];['Design of the FAT file system', 'Management', 'Filetail catshark'];['A FAT file system is a specific type of computer file system architecture and a family of industry', 'Management (or managing) is the administration of an organization, whether it is a business', 'The filetail catshark (Parmaturus xaniurus) is an Eastern Pacific endemic deepwater catshark']
11;Security;OS11: Security;;h1;https://oer.gitlab.io/OS/Operating-Systems-Security.html#/slide-;;topic;[];[];[];[];[];;;;[16161443];['IOS'];"['i<span class=""searchmatch"">OS</span> (formerly iPhone <span class=""searchmatch"">OS</span>) is a mobile operating system developed by Apple Inc. exclusively for its hardware. It is the operating system that powers many']";;;
11.1;Security;1. Introduction;1;h2;https://oer.gitlab.io/OS/Operating-Systems-Security.html#/slide-1;11;structure;[];[];[];[];[];['Q305178'];['introduction'];['beginning section of a written work which states the purpose and goals of the following writing'];[2119394];['Introduction'];"['<span class=""searchmatch"">introduction</span>, intro, or introduce in Wiktionary, the free dictionary. <span class=""searchmatch"">Introduction</span>, The <span class=""searchmatch"">Introduction</span>, Intro, or The Intro may refer to: <span class=""searchmatch"">Introduction</span> (music)']";['United States'];['United States'];"[""The United States of America (USA), commonly known as the United States (U.S. or US) or America, is a country consisting of 50 states, a federal district, five major self-governing territories, and various possessions. At 3.8 million square miles (9.8 million km2), it is the world's third or fourth-largest country by total area and is slightly smaller than the entire continent of Europe. Most of the country is located in central North America between Canada and Mexico. With an estimated population of over 328 million, the U.S. is the third most populous country in the world. The capital is Washington, D.C., and the most populous city is New York City.""]"
11.2;Security;2. Cryptography;cryptography;h2;https://oer.gitlab.io/OS/Operating-Systems-Security.html#/slide-cryptography;11;topic;[];[];[];[];[];['Q8789'];['cryptography'];['practice and study of secure communication techniques'];[18934432];['Cryptography'];"['<span class=""searchmatch"">Cryptography</span>, or cryptology (from Ancient Greek: κρυπτός, romanized:\xa0kryptós &quot;hidden, secret&quot;; and γράφειν graphein, &quot;to write&quot;, or -λογία -logia, &quot;study&quot;']";['Cryptography'];['Cryptography'];"['Cryptography or cryptology (from Ancient Greek: κρυπτός, romanized: kryptós ""hidden, secret']"
11.3;Security;3. Message Integrity;3;h2;https://oer.gitlab.io/OS/Operating-Systems-Security.html#/slide-3;11;topic;[];[];[];[];[];['Q3855314'];['message integrity code'];['message integrity code'];[567523];['Message authentication code'];"['that the <span class=""searchmatch"">message</span> came from the stated sender (its authenticity) and has not been changed. The MAC value protects a <span class=""searchmatch"">message</span>\'s data <span class=""searchmatch"">integrity</span>, as well as']";;;
11.4;Security;4. OS Context;4;h2;https://oer.gitlab.io/OS/Operating-Systems-Security.html#/slide-4;11;topic;[];[];[];[];[];;;;[6904];['Context switch'];"['giving the <span class=""searchmatch"">OS</span> the opportunity to save and restore the floating-point state as needed). Associated performance issues, e.g., software <span class=""searchmatch"">context</span> switching']";;;
11.5;Security;5. Conclusions;5;h2;https://oer.gitlab.io/OS/Operating-Systems-Security.html#/slide-5;11;structure;[];[];[];[];[];['Q20686268'];['Conclusions'];['album by Altars'];[307907];['Conclusion'];"[' <span class=""searchmatch"">conclusion</span>, or <span class=""searchmatch"">conclusions</span> in Wiktionary, the free dictionary. <span class=""searchmatch"">Conclusion</span> may refer to: <span class=""searchmatch"">Conclusion</span> (music), the ending of a composition <span class=""searchmatch"">Conclusion</span> (album)']";['Conclusions of Utrecht'];['Conclusions of Utrecht'];['The Conclusions of the Synod of Utrecht were the result of a 1905 synod of the Reformed Churches']
11.1.1;Security;1.1. OS Plan;1-1;h3;https://oer.gitlab.io/OS/Operating-Systems-Security.html#/slide-1-1;11.1;topic;[];[];[];[];[];['Q10342065'];['Os Planadores'];['Os Planadores'];[24226];['Plan 9 from Bell Labs'];"['along with other features. Other recent <span class=""searchmatch"">Plan</span> 9-inspired operating systems include Harvey <span class=""searchmatch"">OS</span> and Jehanne <span class=""searchmatch"">OS</span>. <span class=""searchmatch"">Plan</span> 9 from Bell Labs is like the Quakers: distinguished']";['Ospan Batyr'];['Ospan Batyr'];"['Osman Batyr (Kazakh: Оспан батыр, Ospan batır, وسپان باتىر; Chinese: 烏斯滿·巴圖爾; sometimes spelled']"
11.1.2;Security;1.2. Today’s Core Questions;1-2;h3;https://oer.gitlab.io/OS/Operating-Systems-Security.html#/slide-1-2;11.1;structure;[];[];[];[];['https://oer.gitlab.io/OS/Operating-Systems-Introduction.html', 'https://oer.gitlab.io/OS/Operating-Systems-Introduction.html', 'https://oer.gitlab.io/OS/Operating-Systems-Interrupts.html', 'https://oer.gitlab.io/OS/Operating-Systems-Threads.html', 'https://oer.gitlab.io/OS/Operating-Systems-Scheduling.html', 'https://oer.gitlab.io/OS/Operating-Systems-MX.html', 'https://oer.gitlab.io/OS/Operating-Systems-MX-Java.html', 'https://oer.gitlab.io/OS/Operating-Systems-MX-Challenges.html', 'https://oer.gitlab.io/OS/Operating-Systems-Memory-I.html', 'https://oer.gitlab.io/OS/Operating-Systems-Memory-II.html', 'https://oer.gitlab.io/OS/Operating-Systems-Processes.html', 'https://oer.gitlab.io/OS/Operating-Systems-Security.html'];['Q27713653', 'Q23595', 'Q16623663', 'Q21972875'];"[""Today's OR nurse"", 'center', 'Questions', 'Core questions in domestication research']";['journal', 'middle point of an object in geometry', 'episode of Wilfred (S2 E11)', 'scientific article'];[27684253];['Common Core'];"['The Common <span class=""searchmatch"">Core</span> State Standards Initiative, also known as simply Common <span class=""searchmatch"">Core</span>, is an educational initiative from 2010 that details what K–12 students throughout']";"[""Today's New International Version"", 'Eudicots', ""Prime Minister's Questions""]";"[""Today's New International Version"", 'Eudicots', ""Prime Minister's Questions""]";"[""Today's New International Version (TNIV) was an English translation of the Bible which"", 'The eudicots, Eudicotidae or eudicotyledons are a clade of flowering plants that had been called tricolpates or non-magnoliid dicots by previous authors. The botanical terms were introduced in 1991 by evolutionary botanist  and paleobotanist Carol L. Hotton to emphasize the later evolutionary divergence of tricolpate dicots from earlier, less specialized, dicots.', ""Prime Minister's Questions (often abbreviated to PMQs and officially known as Questions""]"
11.1.3;Security;1.3. Learning Objectives;learning-objectives-security;h3;https://oer.gitlab.io/OS/Operating-Systems-Security.html#/slide-learning-objectives-security;11.1;structure;[];[];[];[];[];['Q77956475'];['Learning objectives for medical student education--guidelines for medical schools: report I of the Medical School Objectives Project'];['scientific article published on 01 January 1999'];[261128];"[""Bloom's taxonomy""]";"['classification of educational <span class=""searchmatch"">learning</span> <span class=""searchmatch"">objectives</span> into levels of complexity and specificity. The three lists cover the <span class=""searchmatch"">learning</span> <span class=""searchmatch"">objectives</span> in cognitive, affective']";;;
11.1.4;Security;1.4. Retrieval Practice;1-4;h3;https://oer.gitlab.io/OS/Operating-Systems-Security.html#/slide-1-4;11.1;topic;[];[];[];[];[];['Q112576013'];['Retrieval practice transfer effects for multielement event triplets'];['publication published on 10 November 2021'];[905659];['Testing effect'];"['The testing effect (also known as <span class=""searchmatch"">retrieval</span> <span class=""searchmatch"">practice</span>, active recall, <span class=""searchmatch"">practice</span> testing, or test-enhanced learning) suggests long-term memory is increased']";;;
11.1.5;Security;1.5. Information Security;safety-security;h3;https://oer.gitlab.io/OS/Operating-Systems-Security.html#/slide-safety-security;11.1;topic;[];[];[];[];['https://oer.gitlab.io/OS/Operating-Systems-Interrupts.html#slide-kernel-mode', 'https://oer.gitlab.io/OS/Operating-Systems-Interrupts.html#slide-terminology', 'https://oer.gitlab.io/OS/Operating-Systems-Processes.html'];['Q189900'];['information security'];['protecting information by mitigating information risks'];[15036];['Information security'];"['<span class=""searchmatch"">Information</span> <span class=""searchmatch"">security</span>, sometimes shortened to InfoSec, is the practice of protecting <span class=""searchmatch"">information</span> by mitigating <span class=""searchmatch"">information</span> risks. It is part of information']";;;
11.1.6;Security;1.6. Design Principles for Secure Systems;design-principles;h3;https://oer.gitlab.io/OS/Operating-Systems-Security.html#/slide-design-principles;11.1;topic;[];[];[];[];[];['Q82604', 'Q7245172', 'Q55707349', 'Q50808462', 'Q105422226', 'Q7245184', 'Q115119429'];['design', 'Principles', 'secure', 'Systems', 'design principle', 'Principles for Responsible Investment', 'Secure systems design—an evolving national strategy'];"['creation of a plan or convention for the construction of an object or a system; process of creation; act of creativity and innovation', 'Principles', 'NatureServe conservation category', 'Academic journal published by MDPI AG , covering the subjects:  Technology: Engineering (General). Civil engineering (General): Systems engineering | Technology: Technology (General)', 'principle used in design', 'Principles for investors for a more sustainable global financial system', 'scientific article published in 1990']";[1646964];['Secure by design'];"['<span class=""searchmatch"">Secure</span> by <span class=""searchmatch"">design</span>, in software engineering, means that software products and capabilities have been <span class=""searchmatch"">designed</span> to be foundationally <span class=""searchmatch"">secure</span>. Alternate security']";['Design', 'Art', '3-D Secure', 'Arthropod'];['Design', 'Art', '3-D Secure', 'Arthropod'];"['A design is a plan or specification for the construction of an object or system', ""Art is a diverse range of human activities in creating visual, auditory or performing artifacts (artworks), expressing the author's imaginative, conceptual ideas, or technical skill, intended to be appreciated for their beauty or emotional power. Other activities related to the production of works of art include the criticism of art, the study of the history of art, and the aesthetic dissemination of art."", '3-D Secure is an XML-based protocol designed to be an additional security layer for online credit', 'An arthropod (, from Greek ἄρθρον arthron, ""joint"" and πούς pous, ""foot"" (gen. ποδός)) is an invertebrate animal having an exoskeleton, a segmented body, and paired jointed appendages. Arthropods form the phylum Euarthropoda, which includes insects, arachnids, myriapods, and crustaceans. The term Arthropoda as originally proposed refers to a proposed grouping of Euarthropods and the phylum Onychophora.']"
